PART NUMBER	DESCRIPTION  (optional)	 FOCAL LENGTH 	LENS DIAMETER	CLEAR APERTURE (optional)	NUMBER OF SURFACES	WAVELENGTH MICROMETERS (optional)	WAVELENGTH MICROMETERS (optional)	WAVELENGTH MICROMETERS (optional)	RADIUS 1 	THICK 1	GLASS 1	RADIUS 2	THICK 2	GLASS 2	RADIUS 3	THICK 3	GLASS 3	RADIUS 4	THICK 4	GLASS 4	RADIUS 5	THICK 5	GLASS 5	RADIUS 6	THICK 6	GLASS 6	RADIUS 7	THICK 7	GLASS 7	RADIUS 8	THICK 8	GLASS 8	
43993	Mounted Achromat Pair	8,87	12,5	9,5	6				56,54	1,5	SF5	7,72	6,23	BaFN10	-10,60	1,33		13,98	5,25	BaFN11	-9,35	1,1	sf10	-76,14									
43994	Mounted Achromat Pair	9,61	12,5	9,5	6				56,54	1,5	SF5	7,72	6,23	BaFN10	-10,60	1,56		17,27	5,00	BaFN10	-10,99	1,25	SF10	-107,03									
43995	Mounted Achromat Pair	9,95	12,5	9,5	6				56,54	1,5	SF5	7,72	6,23	BaFN10	-10,60	1,48		15,97	4,5	SSKN8	-15,00	1,2	SF10	-528,23									
55270	Mounted Achromat Pair	10,64	12,5	9,5	6				76,14	1,1	SF10	9,35	5,25	BAFN11	-13,98	1,75		13,98	5,25	BaFN11	-9,35	1,1	sf10	-76,14									
43996	Mounted Achromat Pair	11,78	12,5	9,5	6				76,14	1,1	SF10	9,35	5,25	BAFN11	-13,98	1,97		17,27	5,00	BaFN10	-10,99	1,25	SF10	-107,03									 
43997	Mounted Achromat Pair	12,44	12,5	9,5	6				76,14	1,1	SF10	9,35	5,25	BAFN11	-13,98	1,9		15,97	4,5	SSKN8	-15,00	1,2	SF10	-528,23									
55271	Mounted Achromat Pair	13,22	12,5	9,5	6				107,03	1,25	SF10	10,99	5	BaFN10	-17,27	2,2		17,27	5,00	BaFN10	-10,99	1,25	SF10	-107,03									
43998	Mounted Achromat Pair	14,13	12,5	9,5	6				107,03	1,25	SF10	10,99	5	BaFN10	-17,27	2,12		15,97	4,5	SSKN8	-15,00	1,2	SF10	-528,23									
43999	Mounted Achromat Pair	15,31	12,5	9,5	6				528,23	1,2	SF10	15,00	4,5	SSKN8	-15,97	2,05		15,97	4,5	SSKN8	-15,00	1,2	SF10	-528,23									
55273	Mounted Achromat Pair	15,47	12,5	9,5	6				107,03	1,25	SF10	10,99	5	BaFN10	-17,27	2,43		22,94	3,68	SK11	-15,54	1,5	SF5	-58,84									
55274	Mounted Achromat Pair	17,87	12,5	9,5	6				528,23	1,2	SF10	15,00	4,5	SSKN8	-15,97	2,4		24,77	3,73	BK7	-18,01	1,33	SF5	-51,17									
46000	Mounted Achromat Pair	21,2	12,5	9,5	6				51,17	1,33	SF5	18,01	3,73	BK7	-24,77	2,76		24,77	3,73	BK7	-18,01	1,33	SF5	-51,17									
55275	Mounted Achromat Pair	23,43	12,5	9,5	6				51,17	1,33	SF5	18,01	3,73	BK7	-24,77	2,89		30,73	3,5	BK7	-22,32	1,5	SF5	-64,75									
46001	Mounted Achromat Pair	25,18	12,5	9,5	6				51,17	1,33	SF5	18,01	3,73	BK7	-24,77	2,97		36,51	3,5	BK7	-26,33	1,5	SF5	-78,35									
55272	Mounted Achromat Pair	26,25	12,5	9,5	6				64,75	1,5	SF5	22,32	3,5	BK7	-30,73	3,01		30,73	3,5	BK7	-22,32	1,5	SF5	-64,75									
46002	Mounted Achromat Pair	15,57	25	22	6				118,66	3	SF10	16,08	11,04	BaFN10	-21,17	0,54		21,17	11,04	BaFN10	-16,08	3	SF10	-118,66									
46003	Mounted Achromat Pair	17,92	25	22	6				118,66	3	SF10	16,08	11,04	BaFN10	-21,17	1,57		27,97	9,5	BaFN11	-18,85	2,5	Sf10	-152,94									
46004	Mounted Achromat Pair	19,59	25	22	6				118,66	3	SF10	16,08	11,04	BaFN10	-21,17	2,12		34,53	9	BaFN10	-21,98	2,5	SF10	-214,63									
46007	Mounted Achromat Pair	21,02	25	22	6				118,66	3	SF10	16,08	11,04	BaFN10	-21,17	2,59		46,44	7	BK7	-33,77	2,5	SF5	-95,94									
46005	Mounted Achromat Pair	22,53	25	22	6				152,94	2,5	SF10	18,85	9,5	BaFN11	-27,97	2,69		27,97	9,5	BaFN11	-18,85	2,5	Sf10	-152,94									
46008	Mounted Achromat Pair	23,33	25	22	6				152,94	2,5	SF10	18,85	9,5	BaFN11	-27,97	3,14		34,53	9	BaFN10	-21,98	2,5	SF10	-214,63									
46006	Mounted Achromat Pair	24,07	25	22	6				214,63	2,5	SF10	21,98	9	BaFN10	-34,53	3,09		46,44	7	BK7	-33,77	2,5	SF5	-95,94									
46011	Mounted Achromat Pair	26,22	25	22	6				152,94	2,5	SF10	18,85	9,5	BaFN11	-27,97	3,7		46,44	7	BK7	-33,77	2,5	SF5	-95,94									
46009	Mounted Achromat Pair	27,53	25	22	6				118,66	3	SF10	16,08	11,04	BaFN10	-21,17	3,72		61,47	6	BK7	-44,64	2,5	SF5	-129,94									
46010	Mounted Achromat Pair	29,91	25	22	6				214,63	2,5	SF10	21,98	9	BaFN10	-34,53	4,11		34,53	9	BaFN10	-21,98	2,5	SF10	-214,63									
55276	Mounted Achromat Pair	30,38	25	22	6				1029,79	2,4	SF10	29,95	9	SSKN8	-31,94	3,32		31,94	9	SSKN8	-29,95	2,4	SF10	-1029,79									
46012	Mounted Achromat Pair	31,62	25	22	6				152,94	2,5	SF10	18,85	9,5	BaFN11	-27,97	4,27		61,47	6	BK7	-44,64	2,5	SF5	-129,94									
55279	Mounted Achromat Pair	34,57	25	22	6				1029,79	2,4	SF10	29,95	9	SSKN8	-31,94	4,08		46,44	7	BK7	-33,77	2,5	SF5	-95,94									
55277	Mounted Achromat Pair	39,65	25	22	6				95,94	2,5	SF5	33,77	7	BK7	-46,44	4,85		46,44	7	BK7	-33,77	2,5	SF5	-95,94									
55280	Mounted Achromat Pair	45,01	25	22	6				95,94	2,5	SF5	33,77	7	BK7	-46,44	5,24		61,47	6	BK7	-44,64	2,5	SF5	-129,94									
55278	Mounted Achromat Pair	52,24	25	22	6				129,94	2,5	SF5	44,64	6	BK7	-61,47	5,63		61,47	6	BK7	-44,64	2,5	SF5	-129,94									
45421	Negative Achromat	-25	6,25		3				-17,57	1,00	BaF10	11,48	2,00	FD10	109,44																		
45420	Negative Achromat	-12,5	6,25		3				-24,66	1,00	BaF10	4,24	2,00	FD10	11,25																		
48349	Negative Achromat	-18	9,00		3				-35,51	1,44	BaF10	6,11	2,88	FD10	16,20																		
45828	Negative Achromat	-25	9,00		3				-17,75	2,00	BaF10	12,17	2,55	FD10	109,75																		
48350	Negative Achromat	-15	12,50		3				-10,62	2,00	BaF10	8,63	4,00	FD10	81,12																		
47016	Negative Achromat	-75	12,50		3				-46,07	2,50	BK7	36,65	3	SF5	108,00																		
45220	Negative Achromat	-50	12,50		3				-30,83	2,00	BK7	23,47	1,56	SF5	69,20																		
45424	Negative Achromat	-35	12,50		3				-21,66	2,00	BK7	17,48	1,56	SF5	50,54																		
45219	Negative Achromat	-25	12,50		3				-17,75	2,00	BaF10	12,17	2,55	FD10	109,75																		
48351	Negative Achromat	-30	12,50		3				-21,24	4,00	BaF10	17,26	8	FD10	162,24																		
45423	Negative Achromat	-150	25,00		3				-92,3	2,50	BK7	68,87	4,06	SF5	204,15																		
45222	Negative Achromat	-100	25,00		3				-70,57	2,00	BaF10	45,27	2,57	FD10	412,67																		
45422	Negative Achromat	-75	25,00		3				-46,07	2,50	BK7	36,65	4,06	SF5	108,00																		
45221	Negative Achromat	-50	25,00		3				-35,51	2,50	BaF10	24,58	4,06	FD10	217,99																		
45823	NIR Achromat	15	3		3	0,7	0,88	1,1	7,71	1,8	LakN22	-7,71	1	SFL6	0																		
45783	NIR Achromat	9	6		3	0,7	0,88	1,1	7,34	4	LakN22	-4,18	1,3	SFL6	-11,58																		
45784	NIR Achromat	12	6		3	0,7	0,88	1,1	6,84	3,2	LakN22	-5,99	1	SFL6	-69,82																		
45785	NIR Achromat	15	6		3	0,7	0,88	1,1	8,8	3	LakN22	-7,93	1,2	SFL6	-71,17																		
45786	NIR Achromat	20	6		3	0,7	0,88	1,1	11,29	3	LakN22	-10,63	1,3	SFL6	-134,8																		
45787	NIR Achromat	25	6		3	0,7	0,88	1,1	13,95	3	LakN22	-13,4	1,3	SFL6	-193,19																		
45788	NIR Achromat	30	6		3	0,7	0,88	1,1	16,66	3	LakN22	-16,18	1,3	SFL6	-246,07																		
45789	NIR Achromat	35	6		3	0,7	0,88	1,1	19,39	3	LakN22	-19	1,3	SFL6	-297,39																		
45790	NIR Achromat	40	6		3	0,7	0,88	1,1	21,81	3	LakN22	-22,07	1,3	SFL6	-454,78																		
45824	NIR Achromat	15	9		3	0,7	0,88	1,1	9,68	4,2	LakN22	-7,91	2	SFL6	-39,89																		
45825	NIR Achromat	20	9		3	0,7	0,88	1,1	11,01	3,5	LakN22	-11,01	2	SFL6	-222,6																		
47377	NIR Achromat	30	9		3	0,7	0,88	1,1	16,68	3,5	LakN22	-16,68	2	SFL6	-266,4																		
47378	NIR Achromat	40	9		3	0,7	0,88	1,1	22,35	3,5	LAKNS22	-22,35	2	SFL6	-326,03																		
45791	NIR Achromat	18	12		3	0,7	0,88	1,1	12,05	8	LakN22	-8,65	2,5	SFL6	-37,28																		
45792	NIR Achromat	20	12		3	0,7	0,88	1,1	13,13	8	LakN22	-9,59	2,5	SFL6	-45,11																		
45793	NIR Achromat	25	12		3	0,7	0,88	1,1	15,56	4,5	LakN22	-13,75	2,5	SFL6	-84,13																		
45794	NIR Achromat	30	12		3	0,7	0,88	1,1	17,77	4,5	LakN22	-16,46	2,5	SFL6	-136,8																		
45795	NIR Achromat	35	12		3	0,7	0,88	1,1	20,23	4,5	LakN22	-19,17	2,5	SFL6	-193,84																		
45796	NIR Achromat	40	12		3	0,7	0,88	1,1	22,81	4,5	LakN22	-21,91	2,5	SFL6	-250,49																		
45797	NIR Achromat	50	12		3	0,7	0,88	1,1	28,51	3	LakN22	-28,2	2,5	SFL6	-322,09																		
45798	NIR Achromat	60	12		3	0,7	0,88	1,1	33,92	3	LakN22	-33,81	2,5	SFL6	-419,99																		
45799	NIR Achromat	75	12		3	0,7	0,88	1,1	42,11	3	LakN22	-42,3	2,5	SFL6	-565,11																		
45826	NIR Achromat	25	15		3	0,7	0,88	1,1	14,94	5,65	LakN22	-14,94	3,7	SFL6	-120,18																		
45827	NIR Achromat	30	15		3	0,7	0,88	1,1	17,36	5	LakN22	-17,36	2	SFL6	-187,86																		
45800	NIR Achromat	35	25		3	0,7	0,88	1,1	23,4	11	LakN22	-20,11	4	SFL6	-87,52																		
45801	NIR Achromat	40	25		3	0,7	0,88	1,1	26,27	11	LakN22	-22,26	4	SFL6	-105,93																		
45802	NIR Achromat	45	25		3	0,7	0,88	1,1	29,01	9	LakN22	-25,53	4	SFL6	-132,92																		
45803	NIR Achromat	50	25		3	0,7	0,88	1,1	31,69	8	LakN22	-28,45	4	SFL6	-161,05																		
45804	NIR Achromat	60	25		3	0,7	0,88	1,1	36,27	8	LakN22	-33,8	4	SFL6	-248,86																		
45805	NIR Achromat	75	25		3	0,7	0,88	1,1	43,96	6	LakN22	-42,9	4	SFL6	-392,21																		
45806	NIR Achromat	100	25		3	0,7	0,88	1,1	57,01	6	LakN22	-57,01	4	SFL6	-656,51																		
47380	NIR Achromat	150	25		3	0,7	0,88	1,1	84,66	6	LakN22	-84,66	4	SFL6	-1071,91																		
47271	NIR Achromat	200	25		3	0,7	0,88	1,1	112,88	6	LAKN22	-112,88	4	SFL6	-1415,62																		
47317	NIR Achromat	100	50		3	0,7	0,88	1,1	59,74	14,5	LAKN22	-59,74	5,5	SFL6	-494,7																		
47318	NIR Achromat	150	50		3	0,7	0,88	1,1	86,84	11	LAKN22	-86,84	5,5	SFL6	-894,7																		
47293	NIR Mounted Achromat Pair	18,44	25	22	6	0,7	0,88	1,1	87,52	4	SFL6	20,11	11	LAKN22	-23,4	1,38		23,4	11	LAKN22	-20,11	4	SFL6	-87,52									
47294	NIR Mounted Achromat Pair	21,58	25	22	6	0,7	0,88	1,1	87,52	4	SFL6	20,11	11	LAKN22	-23,4	2,33		31,69	8	LakN22	-28,45	4	SFL6	-161,05									
47295	NIR Mounted Achromat Pair	23,03	25	22	6	0,7	0,88	1,1	87,52	4	SFL6	20,11	11	LAKN22	-23,4	2,65		36,27	8	LakN22	-33,8	4	SFL6	-248,86									
47296	NIR Mounted Achromat Pair	24,77	25	22	6	0,7	0,88	1,1	87,52	4	SFL6	20,11	11	LAKN22	-23,4	3,02		43,96	6	LakN22	-42,9	4	SFL6	-392,21									
47298	NIR Mounted Achromat Pair	26,1	25	22	6	0,7	0,88	1,1	161,05	4	SFL6	28,45	8	LAKN22	-31,69	3,28		31,69	8	LakN22	-28,45	4	SFL6	-161,05									
47297	NIR Mounted Achromat Pair	26,77	25	22	6	0,7	0,88	1,1	87,52	4	SFL6	20,11	11	LAKN22	-23,4	3,41		57,01	6	LakN22	-57,01	4	SFL6	-656,51									
47299	NIR Mounted Achromat Pair	31,11	25	22	6	0,7	0,88	1,1	161,05	4	SFL6	28,45	8	LAKN22	-31,69	3,97		43,96	6	LakN22	-42,9	4	SFL6	-392,21									
47300	NIR Mounted Achromat Pair	38,74	25	22	6	0,7	0,88	1,1	392,21	4	SFL6	42,9	6	LAKN22	-43,96	4,66		43,96	6	LakN22	-42,9	4	SFL6	-392,21									
47301	NIR Mounted Achromat Pair	44,16	25	22	6	0,7	0,88	1,1	392,21	4	SFL6	42,9	6	LAKN22	-43,96	5,05		57,01	6	LakN22	-57,01	4	SFL6	-656,51									
47302	NIR Mounted Achromat Pair	51,41	25	22	6	0,7	0,88	1,1	656,51	4	SFL6	57,01	6	LAKN22	-57,01	5,45		57,01	6	LakN22	-57,01	4	SFL6	-656,51									
45373	PCV	-6,0	3,0		2				-4,71	1,00	SF11	0																					
45375	PCV	-9,0	3,0		2				-7,06	1,00	SF11	0																					
45377	PCV	-18,0	3,0		2				-14,12	1,50	SF11	0																					
45011	PCV	-18,0	6,0		2				-9,30	2,00	BK7	0																					
45009	PCV	-12,0	6,0		2				-6,20	1,50	BK7	0																					
48337	PCV	-9,0	6,0		2				-7,06	1,50	SF11	0																					
45007	PCV	-6,0	6,0		2				-4,71	1,50	SF11	0																					
45383	PCV	-27,0	9,0		2				-21,19	3,00	SF11	0																					
45381	PCV	-18,0	9,0		2				-14,12	2,25	SF11	0																					
48338	PCV	-12,0	9,0		2				-9,42	2,25	SF11	0																					
45379	PCV	-9,0	9,0		2				-7,07	2,25	SF11	0																					
45019	PCV	-48,0	12,0		2				-24,81	3,50	BK7	0																					
45017	PCV	-24,0	12,0		2				-12,40	3,50	BK7	0																					
48339	PCV	-18,0	12,0		2				-14,12	3,50	SF11	0																					
45015	PCV	-12,0	12,0		2				-9,42	2,20	SF11	0																					
45025	PCV	-50,0	20,0		2				-25,84	3,50	BK7	0																					
45023	PCV	-40,0	20,0		2				-20,67	3,50	BK7	0																					
45021	PCV	-30,0	20,0		2				-23,54	3,50	SF11	0																					
45027	PCV	-100,0	25,0		2				-51,68	3,50	BK7	0																					
45029	PCV	-50,0	25,0		2				-25,84	3,50	BK7	0																					
45031	PCV	-25,0	25,0		2				-19,62	3,50	SF11	0																					
45039	PCV	-125,0	50,0		2				-64,60	5,00	BK7	0																					
45037	PCV	-100,0	50,0		2				-51,68	5,00	BK7	0																					
45588	PCX	0,6	1,0		2				0,51	0,80	LaSFN9	0																					
45589	PCX	1,0	1,0		2				0,85	0,80	LaSFN9	0																					
43394	PCX	1,0	1,5		2				0,85	0,80	LaSFN9	0																					
43395	PCX	1,5	1,5		2				1,28	0,80	LaSFN9	0																					
43396	PCX	1,5	2,0		2				1,28	0,80	LaSFN9	0																					
43397	PCX	2,0	2,0		2				1,70	0,80	LaSFN9	0																					
43398	PCX	2,0	2,5		2				1,70	0,80	LaSFN9	0																					
43399	PCX	2,5	2,5		2				2,12	0,80	LaSFN9	0																					
45590	PCX	3,0	2,5		2				2,55	0,8	LaSFN9	0																					
45118	PCX	3,0	3,0		2				2,35	2,00	SF11	0																					
45142	PCX	4,5	3,0		2				3,62	1,80	LaSFN30	0																					
32953	PCX	6,0	3,0		2				3,10	1,80	BK7	0																					
32955	PCX	9,0	3,0		2				4,65	1,50	BK7	0																					
45273	PCX	12,0	3,0		2				6,20	1,08	BK7	0																					
45426	PCX	15,0	3,0		2				7,78	1,26	BK7	0																					
45224	PCX	4,0	4,0		2				3,21	1,70	LaSFN30	0																					
45428	PCX	6,0	4,0		2				3,11	2,26	BK7	0																					
45226	PCX	8,0	4,0		2				5,36	1,39	BaF10	0																					
45430	PCX	10,0	4,0		2				5,19	1,64	BK7	0																					
45432	PCX	12,0	4,0		2				6,22	1,52	BK7	0																					
45144	PCX	4,5	4,5		2				3,61	2,59	LaSFN30	0																					
45148	PCX	9,0	4,5		2				4,65	2,38	BK7	0																					
45228	PCX	5,0	5,0		2				4,02	1,87	LaSFN30	0																					
45230	PCX	10,0	5,0		2				5,17	1,64	BK7	0																					
45434	PCX	12,0	5,0		2				6,22	1,77	BK7	0																					
45355	PCX	15,0	5,0		2				7,75	1,60	BK7	0																					
45078	PCX	6,0	6,0		2				4,71	2,50	SF11	0																					
32470	PCX	9,0	6,0		2				6,05	1,75	SF5	0																					
32472	PCX	12,0	6,0		2				6,20	1,60	BK7	0																					
45080	PCX	15,0	6,0		2				7,75	2,00	BK7	0																					
32474	PCX	18,0	6,0		2				9,30	1,40	BK7	0																					
45232	PCX	21,0	6,0		2				10,85	1,42	BK7	0																					
32957	PCX	24,0	6,0		2				12,40	1,50	BK7	0																					
45120	PCX	30,0	6,0		2				15,50	1,30	BK7	0																					
32849	PCX	36,0	6,0		2				18,61	1,60	BK7	0																					
45234	PCX	48,0	6,0		2				24,81	1,60	BK7	0																					
32851	PCX	72,0	6,0		2				37,22	1,60	BK7	0																					
45082	PCX	9,0	9,0		2				7,06	3,00	SF11	0																					
32010	PCX	13,5	9,0		2				9,09	2,60	SF5	0																					
31854	PCX	18,0	9,0		2				9,32	2,41	BK7	0																					
45236	PCX	22,0	9,0		2				11,37	1,93	BK7	0																					
32959	PCX	27,0	9,0		2				13,95	2,50	BK7	0																					
45122	PCX	36,0	9,0		2				18,61	2,30	BK7	0																					
45357	PCX	45,0	9,0		2				23,26	1,54	BK7	0																					
45084	PCX	12,0	12,0		2				9,42	4,00	SF11	0																					
45303	PCX	15,0	12,0		2				7,75	4,50	BK7	0																					
32007	PCX	18,0	12,0		2				12,12	3,00	SF5	0																					
31855	PCX	24,0	12,0		2				12,42	2,80	BK7	0																					
45086	PCX	30,0	12,0		2				15,50	3,00	BK7	0																					
32887	PCX	36,0	12,0		2				18,83	3,00	K5	0																					
45124	PCX	42,0	12,0		2				21,71	2,70	BK7	0																					
32853	PCX	48,0	12,0		2				24,82	2,50	BK7	0																					
45305	PCX	54,0	12,0		2				27,91	3,00	BK7	0																					
32855	PCX	60,0	12,0		2				31,02	2,50	BK7	0																					
45126	PCX	72,0	12,0		2				37,21	2,40	BK7	0																					
32857	PCX	84,0	12,0		2				43,43	2,50	BK7	0																					
45275	PCX	100,0	12,0		2				51,68	2,50	BK7	0																					
45094	PCX	15,0	15,0		2				10,09	5,50	SF5	0																					
32005	PCX	22,5	15,0		2				15,12	3,35	SF5	0																					
31856	PCX	30,0	15,0		2				15,52	3,18	BK7	0																					
45096	PCX	40,0	15,0		2				20,67	3,00	BK7	0																					
45436	PCX	60,0	15,0		2				31,11	2,05	BK7	0																					
45359	PCX	75,0	15,0		2				38,76	1,83	BK7	0																					
45260	PCX	100,0	15,0		2				51,68	3,00	BK7	0																					
48424	PCX	18,0	18,0		2				14,13	5,00	SF11	0																					
32002	PCX	27,0	18,0		2				18,16	3,80	SF5	0																					
31857	PCX	36,0	18,0		2				18,62	3,57	BK7	0																					
45307	PCX	54,0	18,0		2				27,91	3,00	BK7	0																					
32860	PCX	72,0	18,0		2				37,22	3,00	BK7	0																					
45238	PCX	20,0	20,0		2				15,70	4,60	SF11	0																					
45240	PCX	30,0	20,0		2				20,10	4,50	BaFN10	0																					
32961	PCX	40,0	20,0		2				20,67	4,90	BK7	0																					
45361	PCX	50,0	20,0		2				25,84	3,23	BK7	0																					
32963	PCX	60,0	20,0		2				31,01	4,50	BK7	0																					
32937	PCX	70,0	20,0		2				36,18	3,00	BK7	0																					
45440	PCX	80,0	20,0		2				41,48	2,35	BK7	0																					
32476	PCX	100,0	20,0		2				51,68	4,30	BK7	0																					
45277	PCX	150,0	20,0		2				77,52	3,00	BK7	0																					
45098	PCX	25,0	25,0		2				16,82	8,00	SF5	0																					
45363	PCX	30,0	25,0		2				15,50	8,06	BK7	0																					
45146	PCX	35,0	25,0		2				18,11	7,01	BK7	0																					
45279	PCX	40,0	25,0		2				20,67	5,60	BK7	0																					
32478	PCX	50,0	25,0		2				25,84	4,90	BK7	0																					
45128	PCX	60,0	25,0		2				31,01	4,70	BK7	0																					
32480	PCX	75,0	25,0		2				38,76	4,50	BK7	0																					
45365	PCX	85,0	25,0		2				43,93	4,30	BK7	0																					
32482	PCX	100,0	25,0		2				51,68	4,30	BK7	0																					
32862	PCX	125,0	25,0		2				64,62	3,50	BK7	0																					
32864	PCX	150,0	25,0		2				77,55	3,50	BK7	0																					
32866	PCX	175,0	25,0		2				90,47	3,50	BK7	0																					
32891	PCX	200,0	25,0		2				104,60	3,20	K5	0																					
32893	PCX	400,0	25,0		2				209,20	3,20	K5	0																					
45281	PCX	500,0	25,0		2				258,40	3,20	BK7	0																					
45283	PCX	750,0	25,0		2				387,60	3,20	BK7	0																					
32484	PCX	50,0	30,0		2				33,63	6,35	SF5	0																					
45242	PCX	60,0	30,0		2				31,01	6,00	BK7	0																					
32486	PCX	75,0	30,0		2				38,76	6,10	BK7	0																					
32488	PCX	100,0	30,0		2				51,68	6,00	BK7	0																					
45244	PCX	120,0	30,0		2				62,02	6,00	BK7	0																					
45150	PCX	60,0	40,0		2				31,03	9,31	BK7	0																					
32895	PCX	80,0	40,0		2				41,84	8,00	K5	0																					
32897	PCX	100,0	40,0		2				52,30	7,00	K5	0																					
32899	PCX	200,0	40,0		2				104,60	5,00	K5	0																					
45285	PCX	300,0	40,0		2				155,04	5,00	BK7	0																					
45287	PCX	400,0	40,0		2				206,72	5,00	BK7	0																					
32971	PCX	50,0	50,0		2				39,24	12,00	SF11	0																					
45246	PCX	75,0	50,0		2				38,76	11,00	BK7	0																					
32973	PCX	100,0	50,0		2				51,68	10,00	BK7	0																					
45248	PCX	125,0	50,0		2				64,60	10,00	BK7	0																					
32975	PCX	150,0	50,0		2				77,52	9,00	BK7	0																					
45250	PCX	175,0	50,0		2				90,44	9,00	BK7	0																					
45152	PCX	200,0	50,0		2				103,36	5,07	BK7	0																					
45154	PCX	250,0	50,0		2				129,21	4,94	BK7	0																					
45289	PCX	500,0	50,0		2				258,40	5,00	BK7	0																					
45368	PCX	75,0	75,0		2				38,76	32,68	BK7	0																					
45370	PCX	150,0	75,0		2				77,52	11,45	BK7	0																					
45372	PCX	200,0	75,0		2				103,36	8,74	BK7	0																					
47673	Steinheil Triplet 	12,5	6,25		4				7,81	2	N-BASF64	4,09	5	BK7	-4,09	2	N-BASF64	-7,81															
45399	Steinheil Triplet 	18	9		4				12,45	2,88	BASF1	5,89	7,2	BK7	-5,89	2,88	BASF1	-12,45															
47675	Steinheil Triplet 	25	12,5		4				15,65	4	BASF64	8,22	10	BK7	-8,22	4	BASF64	-15,65															
48054	UV DCV	-20	12		2				-18,64	2	F_Silica	18,64																					
48055	UV DCV	-30	12		2				-27,81	2	F_Silica	27,81																					
48056	UV DCV	-35	12		2				-32,4	2	F_Silica	32,4																					
48057	UV DCV	-45	12		2				-41,57	2	F_Silica	41,57																					
48327	UV DCV	-50	25		2				-46,23	2,5	F_Silica	46,23																					
48328	UV DCV	-100	25		2				-92,08	2,5	F_Silica	92,08																					
48329	UV DCV	-125	25		2				-115	2,5	F_Silica	115																					
08043	UV DCV	-250	50,8		2				-229,78	3,5	F_Silica	229,78																					
08042	UV DCV	-150	50,8		2				-138,09	3,5	F_Silica	138,09																					
08041	UV DCV	-100	50,8		2				-92,24	3,5	F_Silica	92,24																					
08080	UV DCX	10	10		2				8,23	5,39	F_Silica	-8,23																					
08081	UV DCX	15	10		2				13,1	3,98	F_Silica	-13,1																					
48034	UV DCX	12	12		2				9,74	7,09	F_Silica	-9,74																					
48035	UV DCX	20	12		2				17,63	4,37	F_Silica	-17,63																					
48036	UV DCX	30	12		2				26,94	3,52	F_Silica	-26,94																					
48037	UV DCX	35	12		2				31,56	3,29	F_Silica	-31,56																					
48038	UV DCX	45	12		2				40,78	2,99	F_Silica	-40,78																					
48039	UV DCX	75	12		2				68,36	2,59	F_Silica	-68,36																					
08083	UV DCX	20	18		2				17,05	7,64	F_Silica	-17,05																					
08084	UV DCX	40	18		2				35,99	4,29	F_Silica	-35,99																					
48293	UV DCX	25	25		2				21,06	10,9	F_Silica	-21,06																					
48294	UV DCX	50	25		2				44,94	5,66	F_Silica	-44,94																					
48295	UV DCX	60	25		2				54,14	5,52	F_Silica	-54,14																					
48296	UV DCX	75,6	25		2				68,55	4,87	F_Silica	-68,55																					
48297	UV DCX	100	25		2				91,09	3,78	F_Silica	-91,09																					
48298	UV DCX	125	25		2				114,08	3,42	F_Silica	-114,08																					
48299	UV DCX	150	25		2				136,96	3,68	F_Silica	-136,96																					
48300	UV DCX	200	25		2				182,85	3,38	F_Silica	-182,85																					
48301	UV DCX	250	25		2				228,73	3,21	F_Silica	-228,73																					
48302	UV DCX	300	25		2				274,6	3,09	F_Silica	-274,6																					
48303	UV DCX	500	25		2				457,93	3,35	F_Silica	-457,93																					
08019	UV DCX	100	50,8		2				90,04	10,31	F_Silica	-90,04																					
08020	UV DCX	150	50,8		2				136,31	7,78	F_Silica	-136,31																					
08070	UV DCX	200	50,8		2				182,35	6,56	F_Silica	-182,35																					
08021	UV DCX	250	50,8		2				228,31	5,83	F_Silica	-228,31																					
08071	UV DCX	500	50,8		2				457,77	4,41	F_Silica	-457,77																					
45699	UV PCV	-18	6		2				-8,25	2	F_Silica	0																					
45698	UV PCV	-12	6		2				-5,5	2	F_Silica	0																					
45697	UV PCV	-9	6		2				-4,13	2	F_Silica	0																					
45702	UV PCV	-27	9		2				-12,4	2	F_Silica	0																					
45701	UV PCV	-18	9		2				-8,25	2	F_Silica	0																					
45700	UV PCV	-13,5	9		2				-6,2	2	F_Silica	0																					
48046	UV PCV	-25	12		2				-11,46	2	F_Silica	0																					
48047	UV PCV	-30	12		2				-13,75	2	F_Silica	0																					
48048	UV PCV	-40	12		2				-18,33	2	F_Silica	0																					
48049	UV PCV	-50	12		2				-22,92	2	F_Silica	0																					
48315	UV PCV	-50	25		2				-22,92	2	F_Silica	0																					
48316	UV PCV	-75	25		2				-34,38	2,5	F_Silica	0																					
48317	UV PCV	-100	25		2				-45,84	2,5	F_Silica	0																					
48318	UV PCV	-150	25		2				-68,76	2,5	F_Silica	0																					
48319	UV PCV	-200	25		2				-91,69	2,5	F_Silica	0																					
48320	UV PCV	-250	25		2				-114,91	2,5	F_Silica	0																					
08075	UV PCV	-500	50,8		2				-229,23	4	F_Silica	0																					
08074	UV PCV	-250	50,8		2				-114,62	3,5	F_Silica	0																					
08033	UV PCV	-200	50,8		2				-91,69	3,5	F_Silica	0																					
08032	UV PCV	-150	50,8		2				-68,79	3,5	F_Silica	0																					
08031	UV PCV	-100	50,8		2				-45,85	3,5	F_Silica	0																					
08030	UV PCV	-75	50,8		2				-34,39	3,5	F_Silica	0																					
