12160,FailedImport.unknown
30120,FailedImport.manual_exclusion
30205,FailedImport.mirrors_unsupported
30229,FailedImport.manual_exclusion
30258,FailedImport.mirrors_unsupported
30787,FailedImport.unknown
30820,FailedImport.unknown
30836,FailedImport.mirrors_unsupported
30837,FailedImport.mirrors_unsupported
30840,FailedImport.mirrors_unsupported
30940,FailedImport.unknown
30941,FailedImport.unknown
31377,FailedImport.mirrors_unsupported
31378,FailedImport.mirrors_unsupported
31379,FailedImport.mirrors_unsupported
31380,FailedImport.mirrors_unsupported
32064000,FailedImport.mirrors_unsupported
32064522,FailedImport.mirrors_unsupported
32064533,FailedImport.mirrors_unsupported
32064566,FailedImport.mirrors_unsupported
32065000,FailedImport.mirrors_unsupported
32065522,FailedImport.mirrors_unsupported
32065533,FailedImport.mirrors_unsupported
32065566,FailedImport.mirrors_unsupported
32066000,FailedImport.mirrors_unsupported
32066522,FailedImport.mirrors_unsupported
32066533,FailedImport.mirrors_unsupported
32066566,FailedImport.mirrors_unsupported
32067000,FailedImport.mirrors_unsupported
32067522,FailedImport.mirrors_unsupported
32067533,FailedImport.mirrors_unsupported
32067566,FailedImport.mirrors_unsupported
32069000,FailedImport.mirrors_unsupported
32069522,FailedImport.mirrors_unsupported
32069533,FailedImport.mirrors_unsupported
32069566,FailedImport.mirrors_unsupported
32070000,FailedImport.mirrors_unsupported
32070522,FailedImport.mirrors_unsupported
32070533,FailedImport.mirrors_unsupported
32070566,FailedImport.mirrors_unsupported
32071000,FailedImport.mirrors_unsupported
32071522,FailedImport.mirrors_unsupported
32071533,FailedImport.mirrors_unsupported
32071566,FailedImport.mirrors_unsupported
32072000,FailedImport.mirrors_unsupported
32072522,FailedImport.mirrors_unsupported
32072533,FailedImport.mirrors_unsupported
32072566,FailedImport.mirrors_unsupported
32073000,FailedImport.mirrors_unsupported
32073522,FailedImport.mirrors_unsupported
32073533,FailedImport.mirrors_unsupported
32073566,FailedImport.mirrors_unsupported
32074000,FailedImport.mirrors_unsupported
32074522,FailedImport.mirrors_unsupported
32074533,FailedImport.mirrors_unsupported
32074566,FailedImport.mirrors_unsupported
32075000,FailedImport.mirrors_unsupported
32075522,FailedImport.mirrors_unsupported
32075533,FailedImport.mirrors_unsupported
32075566,FailedImport.mirrors_unsupported
32076000,FailedImport.mirrors_unsupported
32076522,FailedImport.mirrors_unsupported
32076533,FailedImport.mirrors_unsupported
32076566,FailedImport.mirrors_unsupported
32077,FailedImport.mirrors_unsupported
32078,FailedImport.mirrors_unsupported
32079,FailedImport.mirrors_unsupported
32080,FailedImport.mirrors_unsupported
32081,FailedImport.mirrors_unsupported
32082,FailedImport.mirrors_unsupported
32083,FailedImport.mirrors_unsupported
32084,FailedImport.mirrors_unsupported
32085,FailedImport.mirrors_unsupported
32086,FailedImport.mirrors_unsupported
32087,FailedImport.mirrors_unsupported
32088,FailedImport.mirrors_unsupported
32089,FailedImport.mirrors_unsupported
32090,FailedImport.mirrors_unsupported
32091,FailedImport.mirrors_unsupported
32092,FailedImport.mirrors_unsupported
32093,FailedImport.mirrors_unsupported
32094,FailedImport.mirrors_unsupported
32095,FailedImport.mirrors_unsupported
32096,FailedImport.mirrors_unsupported
32097,FailedImport.mirrors_unsupported
32098,FailedImport.mirrors_unsupported
32099,FailedImport.mirrors_unsupported
32100,FailedImport.mirrors_unsupported
32131,FailedImport.mirrors_unsupported
32132,FailedImport.mirrors_unsupported
32133,FailedImport.mirrors_unsupported
32134,FailedImport.mirrors_unsupported
32135,FailedImport.mirrors_unsupported
32136,FailedImport.mirrors_unsupported
32137,FailedImport.mirrors_unsupported
32138,FailedImport.mirrors_unsupported
32270,FailedImport.mirrors_unsupported
32271,FailedImport.mirrors_unsupported
32272,FailedImport.mirrors_unsupported
32273,FailedImport.mirrors_unsupported
32274000,FailedImport.mirrors_unsupported
32274522,FailedImport.mirrors_unsupported
32274533,FailedImport.mirrors_unsupported
32274566,FailedImport.mirrors_unsupported
32275000,FailedImport.mirrors_unsupported
32275522,FailedImport.mirrors_unsupported
32275533,FailedImport.mirrors_unsupported
32275566,FailedImport.mirrors_unsupported
32276000,FailedImport.mirrors_unsupported
32276522,FailedImport.mirrors_unsupported
32276533,FailedImport.mirrors_unsupported
32276566,FailedImport.mirrors_unsupported
32277000,FailedImport.mirrors_unsupported
32277522,FailedImport.mirrors_unsupported
32277533,FailedImport.mirrors_unsupported
32277566,FailedImport.mirrors_unsupported
32498,FailedImport.unknown_material_type
32587,FailedImport.fresnet_unsupported
32588,FailedImport.fresnet_unsupported
32589,FailedImport.fresnet_unsupported
32590,FailedImport.fresnet_unsupported
32591,FailedImport.fresnet_unsupported
32592,FailedImport.fresnet_unsupported
32593,FailedImport.fresnet_unsupported
32594,FailedImport.fresnet_unsupported
32595,FailedImport.fresnet_unsupported
32596,FailedImport.fresnet_unsupported
32597,FailedImport.fresnet_unsupported
32598,FailedImport.fresnet_unsupported
32681,FailedImport.fresnet_unsupported
32682,FailedImport.fresnet_unsupported
32683,FailedImport.fresnet_unsupported
32684,FailedImport.fresnet_unsupported
32685,FailedImport.fresnet_unsupported
32686,FailedImport.fresnet_unsupported
32687,FailedImport.fresnet_unsupported
32690,FailedImport.fresnet_unsupported
32691,FailedImport.fresnet_unsupported
32725000,FailedImport.mirrors_unsupported
32725522,FailedImport.mirrors_unsupported
32725533,FailedImport.mirrors_unsupported
32725566,FailedImport.mirrors_unsupported
32798,FailedImport.fresnet_unsupported
32811,FailedImport.mirrors_unsupported
32812,FailedImport.mirrors_unsupported
32813,FailedImport.mirrors_unsupported
32814,FailedImport.mirrors_unsupported
32815,FailedImport.mirrors_unsupported
32816,FailedImport.mirrors_unsupported
32817,FailedImport.mirrors_unsupported
32818,FailedImport.mirrors_unsupported
32819,FailedImport.mirrors_unsupported
32820,FailedImport.mirrors_unsupported
32821,FailedImport.mirrors_unsupported
32822,FailedImport.mirrors_unsupported
32823,FailedImport.mirrors_unsupported
32824,FailedImport.mirrors_unsupported
32825,FailedImport.mirrors_unsupported
32826,FailedImport.mirrors_unsupported
32827,FailedImport.mirrors_unsupported
32828,FailedImport.mirrors_unsupported
32829,FailedImport.mirrors_unsupported
32830,FailedImport.mirrors_unsupported
32831,FailedImport.mirrors_unsupported
32832,FailedImport.mirrors_unsupported
32833,FailedImport.mirrors_unsupported
32834,FailedImport.mirrors_unsupported
32835,FailedImport.mirrors_unsupported
32836,FailedImport.mirrors_unsupported
32837,FailedImport.mirrors_unsupported
32838,FailedImport.mirrors_unsupported
32839,FailedImport.mirrors_unsupported
32840,FailedImport.mirrors_unsupported
32841,FailedImport.mirrors_unsupported
32842,FailedImport.mirrors_unsupported
32843,FailedImport.mirrors_unsupported
32844,FailedImport.mirrors_unsupported
32845,FailedImport.mirrors_unsupported
32846,FailedImport.mirrors_unsupported
32927INK,FailedImport.unknown_material_type
33214,FailedImport.acylindrical_unsupported
33215,FailedImport.acylindrical_unsupported
33216,FailedImport.acylindrical_unsupported
33217,FailedImport.acylindrical_unsupported
33218,FailedImport.acylindrical_unsupported
33219,FailedImport.acylindrical_unsupported
33220,FailedImport.acylindrical_unsupported
33221,FailedImport.acylindrical_unsupported
33222,FailedImport.acylindrical_unsupported
33223,FailedImport.acylindrical_unsupported
33224,FailedImport.acylindrical_unsupported
33225,FailedImport.acylindrical_unsupported
33226,FailedImport.acylindrical_unsupported
33227,FailedImport.acylindrical_unsupported
33228,FailedImport.acylindrical_unsupported
33229,FailedImport.acylindrical_unsupported
33230,FailedImport.acylindrical_unsupported
33231,FailedImport.acylindrical_unsupported
33232,FailedImport.acylindrical_unsupported
33233,FailedImport.acylindrical_unsupported
33234,FailedImport.acylindrical_unsupported
33235,FailedImport.acylindrical_unsupported
33236,FailedImport.acylindrical_unsupported
33237,FailedImport.acylindrical_unsupported
34606,FailedImport.acylindrical_unsupported
34607,FailedImport.acylindrical_unsupported
34608,FailedImport.acylindrical_unsupported
34611,FailedImport.acylindrical_unsupported
34612,FailedImport.acylindrical_unsupported
34613,FailedImport.acylindrical_unsupported
34614,FailedImport.acylindrical_unsupported
34616,FailedImport.acylindrical_unsupported
34618,FailedImport.acylindrical_unsupported
34619,FailedImport.acylindrical_unsupported
34620,FailedImport.acylindrical_unsupported
34621,FailedImport.acylindrical_unsupported
34622,FailedImport.acylindrical_unsupported
34623,FailedImport.acylindrical_unsupported
34624,FailedImport.acylindrical_unsupported
34626,FailedImport.acylindrical_unsupported
34627,FailedImport.acylindrical_unsupported
34628,FailedImport.acylindrical_unsupported
34629,FailedImport.acylindrical_unsupported
34631,FailedImport.acylindrical_unsupported
34632,FailedImport.acylindrical_unsupported
34633,FailedImport.acylindrical_unsupported
34634,FailedImport.acylindrical_unsupported
34636,FailedImport.acylindrical_unsupported
34638,FailedImport.acylindrical_unsupported
34639,FailedImport.acylindrical_unsupported
34640,FailedImport.acylindrical_unsupported
34641,FailedImport.acylindrical_unsupported
34642,FailedImport.acylindrical_unsupported
34643,FailedImport.acylindrical_unsupported
34644,FailedImport.acylindrical_unsupported
34646,FailedImport.acylindrical_unsupported
34648,FailedImport.acylindrical_unsupported
34649,FailedImport.acylindrical_unsupported
34650,FailedImport.acylindrical_unsupported
34652,FailedImport.acylindrical_unsupported
34653,FailedImport.acylindrical_unsupported
34654,FailedImport.acylindrical_unsupported
34655,FailedImport.acylindrical_unsupported
34657,FailedImport.acylindrical_unsupported
34659,FailedImport.acylindrical_unsupported
34660,FailedImport.acylindrical_unsupported
34661,FailedImport.acylindrical_unsupported
34662,FailedImport.acylindrical_unsupported
34663,FailedImport.acylindrical_unsupported
34664,FailedImport.acylindrical_unsupported
34665,FailedImport.acylindrical_unsupported
34667,FailedImport.acylindrical_unsupported
34668,FailedImport.acylindrical_unsupported
34669,FailedImport.acylindrical_unsupported
34670,FailedImport.acylindrical_unsupported
34672,FailedImport.acylindrical_unsupported
